Transaction ID,Date,Store ID,Store Name,City,State,Customer ID,Gender,Age,Product ID,Product Name,Product Category,Quantity,Cost Price,Price per Unit,Discount %,Gross Sales,Discount Amount,Total Amount,Total Cost,Profit,Profit Margin %,Opening Stock,Purchased Stock,Stock Before Sale,Stock After Sale,Reorder Level,Stock Status,Payment Method,Year,Month,Month Name,Quarter,Day Name,Season
T001639,2025-06-08,ST004,Mall Store,Agra,Uttar Pradesh,C1045,Male,47,P008,Sneakers,Clothing,1,2050.0,3200.0,10,3200.0,320.0,2880.0,2050.0,830.0,28.82,248,120,368,367,30,Healthy,Cash,2025,6,June,Q2,Sunday,Summer
T004213,2025-06-08,ST004,Mall Store,Agra,Uttar Pradesh,C1138,Female,24,P006,Jeans,Clothing,4,950.0,1600.0,0,6400.0,0.0,6400.0,3800.0,2600.0,40.62,199,86,285,281,42,Healthy,UPI,2025,6,June,Q2,Sunday,Summer
T003766,2025-06-08,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0305,Female,27,P007,Jacket,Clothing,3,1700.0,2800.0,5,8400.0,420.0,7980.0,5100.0,2880.0,36.09,221,36,257,254,36,Healthy,UPI,2025,6,June,Q2,Sunday,Summer
T000679,2025-06-09,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1047,Male,46,P007,Jacket,Clothing,2,1700.0,2800.0,10,5600.0,560.0,5040.0,3400.0,1640.0,32.54,109,16,125,123,41,Healthy,Cash,2025,6,June,Q2,Monday,Summer
T000872,2025-06-09,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0880,Male,38,P012,Tea 500g,Grocery,3,190.0,280.0,5,840.0,42.0,798.0,570.0,228.0,28.57,131,98,229,226,49,Healthy,UPI,2025,6,June,Q2,Monday,Summer
T001291,2025-06-09,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1196,Male,42,P012,Tea 500g,Grocery,2,190.0,280.0,15,560.0,84.0,476.0,380.0,96.0,20.17,86,19,105,103,40,Healthy,UPI,2025,6,June,Q2,Monday,Summer
T002348,2025-06-09,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0803,Female,55,P009,Cooking Oil,Grocery,2,135.0,180.0,5,360.0,18.0,342.0,270.0,72.0,21.05,106,99,205,203,47,Healthy,Debit Card,2025,6,June,Q2,Monday,Summer
T004274,2025-06-09,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0192,Female,26,P010,Rice 5kg,Grocery,2,510.0,650.0,15,1300.0,195.0,1105.0,1020.0,85.0,7.69,193,139,332,330,56,Healthy,Cash,2025,6,June,Q2,Monday,Summer
T001038,2025-06-09,ST002,City Center Store,Bareilly,Uttar Pradesh,C0848,Female,25,P012,Tea 500g,Grocery,1,190.0,280.0,10,280.0,28.0,252.0,190.0,62.0,24.6,216,37,253,252,25,Healthy,Credit Card,2025,6,June,Q2,Monday,Summer
T001445,2025-06-09,ST002,City Center Store,Bareilly,Uttar Pradesh,C0333,Female,27,P014,Shampoo,Beauty,3,260.0,420.0,5,1260.0,63.0,1197.0,780.0,417.0,34.84,245,127,372,369,24,Healthy,Debit Card,2025,6,June,Q2,Monday,Summer
T000880,2025-06-09,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0642,Male,22,P020,Bedsheet,Home & Kitchen,4,650.0,1100.0,20,4400.0,880.0,3520.0,2600.0,920.0,26.14,122,45,167,163,33,Healthy,Credit Card,2025,6,June,Q2,Monday,Summer
T001914,2025-06-09,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0208,Male,54,P005,T-Shirt,Clothing,2,380.0,700.0,5,1400.0,70.0,1330.0,760.0,570.0,42.86,255,119,374,372,22,Healthy,UPI,2025,6,June,Q2,Monday,Summer
T002438,2025-06-09,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0946,Male,28,P011,Wheat Flour 5kg,Grocery,2,225.0,300.0,15,600.0,90.0,510.0,450.0,60.0,11.76,104,72,176,174,40,Healthy,Cash,2025,6,June,Q2,Monday,Summer
T002714,2025-06-09,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0871,Male,32,P011,Wheat Flour 5kg,Grocery,2,225.0,300.0,0,600.0,0.0,600.0,450.0,150.0,25.0,153,40,193,191,45,Healthy,Cash,2025,6,June,Q2,Monday,Summer
T003173,2025-06-10,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0462,Female,36,P017,Water Bottle,Home & Kitchen,2,290.0,500.0,10,1000.0,100.0,900.0,580.0,320.0,35.56,50,54,104,102,38,Healthy,UPI,2025,6,June,Q2,Tuesday,Summer
T001726,2025-06-10,ST002,City Center Store,Bareilly,Uttar Pradesh,C0535,Male,26,P009,Cooking Oil,Grocery,1,135.0,180.0,10,180.0,18.0,162.0,135.0,27.0,16.67,61,123,184,183,44,Healthy,Cash,2025,6,June,Q2,Tuesday,Summer
T001752,2025-06-10,ST004,Mall Store,Agra,Uttar Pradesh,C0770,Male,31,P001,Wireless Headphones,Electronics,4,1200.0,1800.0,10,7200.0,720.0,6480.0,4800.0,1680.0,25.93,246,35,281,277,48,Healthy,UPI,2025,6,June,Q2,Tuesday,Summer
T001456,2025-06-10,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0031,Male,27,P007,Jacket,Clothing,1,1700.0,2800.0,5,2800.0,140.0,2660.0,1700.0,960.0,36.09,90,140,230,229,50,Healthy,Debit Card,2025,6,June,Q2,Tuesday,Summer
T003730,2025-06-11,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0619,Male,30,P020,Bedsheet,Home & Kitchen,2,650.0,1100.0,10,2200.0,220.0,1980.0,1300.0,680.0,34.34,145,43,188,186,25,Healthy,UPI,2025,6,June,Q2,Wednesday,Summer
T003807,2025-06-11,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1182,Female,35,P014,Shampoo,Beauty,1,260.0,420.0,0,420.0,0.0,420.0,260.0,160.0,38.1,134,122,256,255,30,Healthy,Debit Card,2025,6,June,Q2,Wednesday,Summer
T004127,2025-06-11,ST002,City Center Store,Bareilly,Uttar Pradesh,C0701,Male,29,P018,Mixer Grinder,Home & Kitchen,1,1850.0,2800.0,5,2800.0,140.0,2660.0,1850.0,810.0,30.45,294,119,413,412,33,Healthy,UPI,2025,6,June,Q2,Wednesday,Summer
T003588,2025-06-11,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0746,Male,25,P019,Cookware Set,Home & Kitchen,2,1500.0,2400.0,10,4800.0,480.0,4320.0,3000.0,1320.0,30.56,158,101,259,257,46,Healthy,UPI,2025,6,June,Q2,Wednesday,Summer
T004736,2025-06-11,ST004,Mall Store,Agra,Uttar Pradesh,C1042,Male,39,P009,Cooking Oil,Grocery,1,135.0,180.0,25,180.0,45.0,135.0,135.0,0.0,0.0,262,54,316,315,53,Healthy,Cash,2025,6,June,Q2,Wednesday,Summer
T004416,2025-06-11,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0293,Female,29,P017,Water Bottle,Home & Kitchen,2,290.0,500.0,5,1000.0,50.0,950.0,580.0,370.0,38.95,214,27,241,239,57,Healthy,UPI,2025,6,June,Q2,Wednesday,Summer
T001160,2025-06-12,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1028,Male,48,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,5,2200.0,110.0,2090.0,1450.0,640.0,30.62,286,71,357,356,32,Healthy,UPI,2025,6,June,Q2,Thursday,Summer
T002878,2025-06-12,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0235,Male,29,P010,Rice 5kg,Grocery,2,510.0,650.0,10,1300.0,130.0,1170.0,1020.0,150.0,12.82,91,98,189,187,55,Healthy,Credit Card,2025,6,June,Q2,Thursday,Summer
T003238,2025-06-12,ST004,Mall Store,Agra,Uttar Pradesh,C0108,Male,25,P002,Bluetooth Speaker,Electronics,5,1450.0,2200.0,5,11000.0,550.0,10450.0,7250.0,3200.0,30.62,111,29,140,135,45,Healthy,UPI,2025,6,June,Q2,Thursday,Summer
T003485,2025-06-12,ST004,Mall Store,Agra,Uttar Pradesh,C0618,Male,28,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,15,1800.0,270.0,1530.0,1200.0,330.0,21.57,152,128,280,279,58,Healthy,Credit Card,2025,6,June,Q2,Thursday,Summer
T003852,2025-06-12,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0938,Female,39,P011,Wheat Flour 5kg,Grocery,4,225.0,300.0,15,1200.0,180.0,1020.0,900.0,120.0,11.76,129,61,190,186,30,Healthy,UPI,2025,6,June,Q2,Thursday,Summer
T004617,2025-06-12,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0432,Female,35,P008,Sneakers,Clothing,2,2050.0,3200.0,10,6400.0,640.0,5760.0,4100.0,1660.0,28.82,61,108,169,167,23,Healthy,UPI,2025,6,June,Q2,Thursday,Summer
T004462,2025-06-13,ST002,City Center Store,Bareilly,Uttar Pradesh,C0483,Male,25,P019,Cookware Set,Home & Kitchen,5,1500.0,2400.0,20,12000.0,2400.0,9600.0,7500.0,2100.0,21.88,298,117,415,410,34,Healthy,UPI,2025,6,June,Q2,Friday,Summer
T001906,2025-06-13,ST004,Mall Store,Agra,Uttar Pradesh,C0479,Female,46,P012,Tea 500g,Grocery,1,190.0,280.0,25,280.0,70.0,210.0,190.0,20.0,9.52,288,74,362,361,23,Healthy,UPI,2025,6,June,Q2,Friday,Summer
T002602,2025-06-13,ST004,Mall Store,Agra,Uttar Pradesh,C1048,Male,58,P018,Mixer Grinder,Home & Kitchen,1,1850.0,2800.0,0,2800.0,0.0,2800.0,1850.0,950.0,33.93,86,67,153,152,44,Healthy,UPI,2025,6,June,Q2,Friday,Summer
T002184,2025-06-14,ST002,City Center Store,Bareilly,Uttar Pradesh,C0259,Male,50,P012,Tea 500g,Grocery,3,190.0,280.0,0,840.0,0.0,840.0,570.0,270.0,32.14,114,62,176,173,59,Healthy,Credit Card,2025,6,June,Q2,Saturday,Summer
T002227,2025-06-14,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1184,Male,32,P006,Jeans,Clothing,3,950.0,1600.0,0,4800.0,0.0,4800.0,2850.0,1950.0,40.62,149,116,265,262,27,Healthy,UPI,2025,6,June,Q2,Saturday,Summer
T000636,2025-06-14,ST004,Mall Store,Agra,Uttar Pradesh,C0222,Female,36,P016,Perfume,Beauty,1,560.0,900.0,5,900.0,45.0,855.0,560.0,295.0,34.5,211,132,343,342,57,Healthy,UPI,2025,6,June,Q2,Saturday,Summer
T000673,2025-06-15,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0294,Female,24,P012,Tea 500g,Grocery,1,190.0,280.0,10,280.0,28.0,252.0,190.0,62.0,24.6,124,27,151,150,27,Healthy,UPI,2025,6,June,Q2,Sunday,Summer
T002384,2025-06-15,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0083,Male,40,P014,Shampoo,Beauty,2,260.0,420.0,10,840.0,84.0,756.0,520.0,236.0,31.22,175,33,208,206,24,Healthy,Cash,2025,6,June,Q2,Sunday,Summer
T004670,2025-06-15,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0662,Male,42,P015,Body Lotion,Beauty,2,215.0,350.0,15,700.0,105.0,595.0,430.0,165.0,27.73,91,46,137,135,38,Healthy,UPI,2025,6,June,Q2,Sunday,Summer
T004916,2025-06-15,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0570,Male,40,P008,Sneakers,Clothing,3,2050.0,3200.0,0,9600.0,0.0,9600.0,6150.0,3450.0,35.94,158,58,216,213,56,Healthy,UPI,2025,6,June,Q2,Sunday,Summer
T001885,2025-06-15,ST002,City Center Store,Bareilly,Uttar Pradesh,C0169,Male,39,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,0,1100.0,0.0,1100.0,650.0,450.0,40.91,284,78,362,361,22,Healthy,UPI,2025,6,June,Q2,Sunday,Summer
T000976,2025-06-15,ST004,Mall Store,Agra,Uttar Pradesh,C0199,Female,44,P018,Mixer Grinder,Home & Kitchen,4,1850.0,2800.0,0,11200.0,0.0,11200.0,7400.0,3800.0,33.93,76,28,104,100,23,Healthy,Debit Card,2025,6,June,Q2,Sunday,Summer
T001272,2025-06-15,ST004,Mall Store,Agra,Uttar Pradesh,C0421,Female,51,P010,Rice 5kg,Grocery,1,510.0,650.0,20,650.0,130.0,520.0,510.0,10.0,1.92,162,73,235,234,26,Healthy,UPI,2025,6,June,Q2,Sunday,Summer
T002908,2025-06-15,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0442,Female,32,P011,Wheat Flour 5kg,Grocery,2,225.0,300.0,0,600.0,0.0,600.0,450.0,150.0,25.0,161,29,190,188,25,Healthy,Credit Card,2025,6,June,Q2,Sunday,Summer
T002982,2025-06-16,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0931,Male,37,P005,T-Shirt,Clothing,1,380.0,700.0,0,700.0,0.0,700.0,380.0,320.0,45.71,141,130,271,270,48,Healthy,Cash,2025,6,June,Q2,Monday,Summer
T003179,2025-06-16,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1015,Female,19,P015,Body Lotion,Beauty,3,215.0,350.0,0,1050.0,0.0,1050.0,645.0,405.0,38.57,224,20,244,241,57,Healthy,UPI,2025,6,June,Q2,Monday,Summer
T003440,2025-06-16,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0104,Male,28,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,15,300.0,45.0,255.0,225.0,30.0,11.76,180,121,301,300,21,Healthy,Credit Card,2025,6,June,Q2,Monday,Summer
T003618,2025-06-16,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0576,Male,33,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,5,300.0,15.0,285.0,225.0,60.0,21.05,292,22,314,313,20,Healthy,Debit Card,2025,6,June,Q2,Monday,Summer
T003709,2025-06-16,ST004,Mall Store,Agra,Uttar Pradesh,C0466,Female,21,P017,Water Bottle,Home & Kitchen,2,290.0,500.0,20,1000.0,200.0,800.0,580.0,220.0,27.5,287,102,389,387,55,Healthy,Cash,2025,6,June,Q2,Monday,Summer
T002828,2025-06-16,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0150,Female,38,P017,Water Bottle,Home & Kitchen,2,290.0,500.0,20,1000.0,200.0,800.0,580.0,220.0,27.5,82,142,224,222,45,Healthy,Cash,2025,6,June,Q2,Monday,Summer
T003060,2025-06-16,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0201,Male,21,P012,Tea 500g,Grocery,1,190.0,280.0,0,280.0,0.0,280.0,190.0,90.0,32.14,294,92,386,385,50,Healthy,UPI,2025,6,June,Q2,Monday,Summer
T003751,2025-06-16,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0118,Female,40,P003,Smart Watch,Electronics,3,2300.0,3500.0,20,10500.0,2100.0,8400.0,6900.0,1500.0,17.86,258,27,285,282,57,Healthy,Debit Card,2025,6,June,Q2,Monday,Summer
T000838,2025-06-17,ST002,City Center Store,Bareilly,Uttar Pradesh,C0007,Male,36,P010,Rice 5kg,Grocery,2,510.0,650.0,5,1300.0,65.0,1235.0,1020.0,215.0,17.41,84,33,117,115,46,Healthy,UPI,2025,6,June,Q2,Tuesday,Summer
T002619,2025-06-17,ST002,City Center Store,Bareilly,Uttar Pradesh,C0258,Male,18,P004,USB Cable,Electronics,2,220.0,450.0,15,900.0,135.0,765.0,440.0,325.0,42.48,153,120,273,271,54,Healthy,UPI,2025,6,June,Q2,Tuesday,Summer
T004657,2025-06-17,ST002,City Center Store,Bareilly,Uttar Pradesh,C0702,Female,43,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,5,300.0,15.0,285.0,225.0,60.0,21.05,69,71,140,139,50,Healthy,UPI,2025,6,June,Q2,Tuesday,Summer
T004785,2025-06-17,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0984,Female,45,P003,Smart Watch,Electronics,3,2300.0,3500.0,15,10500.0,1575.0,8925.0,6900.0,2025.0,22.69,260,136,396,393,28,Healthy,UPI,2025,6,June,Q2,Tuesday,Summer
T003571,2025-06-18,ST002,City Center Store,Bareilly,Uttar Pradesh,C0804,Female,50,P008,Sneakers,Clothing,2,2050.0,3200.0,10,6400.0,640.0,5760.0,4100.0,1660.0,28.82,149,33,182,180,29,Healthy,Cash,2025,6,June,Q2,Wednesday,Summer
T004499,2025-06-18,ST002,City Center Store,Bareilly,Uttar Pradesh,C0855,Male,23,P020,Bedsheet,Home & Kitchen,2,650.0,1100.0,0,2200.0,0.0,2200.0,1300.0,900.0,40.91,189,148,337,335,52,Healthy,Debit Card,2025,6,June,Q2,Wednesday,Summer
T001623,2025-06-18,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0054,Male,36,P004,USB Cable,Electronics,4,220.0,450.0,0,1800.0,0.0,1800.0,880.0,920.0,51.11,274,143,417,413,32,Healthy,Credit Card,2025,6,June,Q2,Wednesday,Summer
T003703,2025-06-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0750,Male,27,P006,Jeans,Clothing,1,950.0,1600.0,0,1600.0,0.0,1600.0,950.0,650.0,40.62,87,82,169,168,44,Healthy,Credit Card,2025,6,June,Q2,Thursday,Summer
T003777,2025-06-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0610,Female,18,P009,Cooking Oil,Grocery,1,135.0,180.0,5,180.0,9.0,171.0,135.0,36.0,21.05,160,106,266,265,23,Healthy,Credit Card,2025,6,June,Q2,Thursday,Summer
T002699,2025-06-19,ST002,City Center Store,Bareilly,Uttar Pradesh,C1191,Male,39,P019,Cookware Set,Home & Kitchen,2,1500.0,2400.0,0,4800.0,0.0,4800.0,3000.0,1800.0,37.5,104,23,127,125,34,Healthy,Cash,2025,6,June,Q2,Thursday,Summer
T001749,2025-06-19,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0920,Female,34,P006,Jeans,Clothing,4,950.0,1600.0,10,6400.0,640.0,5760.0,3800.0,1960.0,34.03,173,129,302,298,28,Healthy,UPI,2025,6,June,Q2,Thursday,Summer
T002721,2025-06-19,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0482,Female,37,P004,USB Cable,Electronics,1,220.0,450.0,0,450.0,0.0,450.0,220.0,230.0,51.11,277,137,414,413,40,Healthy,Debit Card,2025,6,June,Q2,Thursday,Summer
T004079,2025-06-19,ST004,Mall Store,Agra,Uttar Pradesh,C0092,Female,29,P017,Water Bottle,Home & Kitchen,3,290.0,500.0,20,1500.0,300.0,1200.0,870.0,330.0,27.5,101,130,231,228,33,Healthy,Credit Card,2025,6,June,Q2,Thursday,Summer
T004080,2025-06-19,ST005,Station Road Store,Lucknow,Uttar Pradesh,C1003,Male,30,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,10,300.0,30.0,270.0,225.0,45.0,16.67,191,41,232,231,28,Healthy,UPI,2025,6,June,Q2,Thursday,Summer
T001413,2025-06-20,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0441,Female,46,P009,Cooking Oil,Grocery,3,135.0,180.0,5,540.0,27.0,513.0,405.0,108.0,21.05,240,91,331,328,29,Healthy,Cash,2025,6,June,Q2,Friday,Summer
T002374,2025-06-20,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0672,Female,28,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,5,2200.0,110.0,2090.0,1450.0,640.0,30.62,140,69,209,208,33,Healthy,Debit Card,2025,6,June,Q2,Friday,Summer
T002992,2025-06-20,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1081,Male,39,P001,Wireless Headphones,Electronics,2,1200.0,1800.0,15,3600.0,540.0,3060.0,2400.0,660.0,21.57,247,55,302,300,55,Healthy,UPI,2025,6,June,Q2,Friday,Summer
T004849,2025-06-20,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0517,Male,37,P012,Tea 500g,Grocery,3,190.0,280.0,5,840.0,42.0,798.0,570.0,228.0,28.57,284,110,394,391,57,Healthy,Debit Card,2025,6,June,Q2,Friday,Summer
T000902,2025-06-20,ST002,City Center Store,Bareilly,Uttar Pradesh,C1200,Male,18,P008,Sneakers,Clothing,5,2050.0,3200.0,10,16000.0,1600.0,14400.0,10250.0,4150.0,28.82,118,55,173,168,35,Healthy,Cash,2025,6,June,Q2,Friday,Summer
T002358,2025-06-20,ST002,City Center Store,Bareilly,Uttar Pradesh,C0555,Male,47,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,5,300.0,15.0,285.0,225.0,60.0,21.05,149,71,220,219,50,Healthy,UPI,2025,6,June,Q2,Friday,Summer
T001850,2025-06-20,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0265,Male,63,P011,Wheat Flour 5kg,Grocery,2,225.0,300.0,5,600.0,30.0,570.0,450.0,120.0,21.05,261,38,299,297,41,Healthy,Cash,2025,6,June,Q2,Friday,Summer
T004117,2025-06-20,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0660,Male,24,P010,Rice 5kg,Grocery,2,510.0,650.0,0,1300.0,0.0,1300.0,1020.0,280.0,21.54,137,53,190,188,47,Healthy,Cash,2025,6,June,Q2,Friday,Summer
T004619,2025-06-20,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0134,Female,18,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,0,1100.0,0.0,1100.0,650.0,450.0,40.91,76,26,102,101,38,Healthy,Debit Card,2025,6,June,Q2,Friday,Summer
T001571,2025-06-20,ST004,Mall Store,Agra,Uttar Pradesh,C0892,Female,54,P012,Tea 500g,Grocery,1,190.0,280.0,0,280.0,0.0,280.0,190.0,90.0,32.14,193,122,315,314,55,Healthy,Cash,2025,6,June,Q2,Friday,Summer
T001152,2025-06-20,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0646,Male,34,P010,Rice 5kg,Grocery,5,510.0,650.0,10,3250.0,325.0,2925.0,2550.0,375.0,12.82,286,135,421,416,44,Healthy,Debit Card,2025,6,June,Q2,Friday,Summer
T000385,2025-06-21,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1082,Female,30,P012,Tea 500g,Grocery,1,190.0,280.0,5,280.0,14.0,266.0,190.0,76.0,28.57,241,94,335,334,54,Healthy,Cash,2025,6,June,Q2,Saturday,Summer
T001420,2025-06-21,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0141,Male,52,P005,T-Shirt,Clothing,2,380.0,700.0,25,1400.0,350.0,1050.0,760.0,290.0,27.62,155,13,168,166,59,Healthy,Debit Card,2025,6,June,Q2,Saturday,Summer
T001695,2025-06-21,ST004,Mall Store,Agra,Uttar Pradesh,C0566,Female,34,P014,Shampoo,Beauty,5,260.0,420.0,0,2100.0,0.0,2100.0,1300.0,800.0,38.1,142,37,179,174,24,Healthy,Cash,2025,6,June,Q2,Saturday,Summer
T002030,2025-06-21,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0198,Female,31,P002,Bluetooth Speaker,Electronics,2,1450.0,2200.0,10,4400.0,440.0,3960.0,2900.0,1060.0,26.77,167,126,293,291,59,Healthy,Debit Card,2025,6,June,Q2,Saturday,Summer
T004926,2025-06-21,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0493,Female,18,P010,Rice 5kg,Grocery,1,510.0,650.0,5,650.0,32.5,617.5,510.0,107.5,17.41,160,46,206,205,59,Healthy,UPI,2025,6,June,Q2,Saturday,Summer
T001712,2025-06-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C0965,Female,43,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,5,2200.0,110.0,2090.0,1450.0,640.0,30.62,204,74,278,277,53,Healthy,Credit Card,2025,6,June,Q2,Sunday,Summer
T002126,2025-06-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C0878,Female,46,P017,Water Bottle,Home & Kitchen,2,290.0,500.0,0,1000.0,0.0,1000.0,580.0,420.0,42.0,82,11,93,91,34,Healthy,Cash,2025,6,June,Q2,Sunday,Summer
T002248,2025-06-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C1047,Male,46,P005,T-Shirt,Clothing,2,380.0,700.0,5,1400.0,70.0,1330.0,760.0,570.0,42.86,209,20,229,227,54,Healthy,Debit Card,2025,6,June,Q2,Sunday,Summer
T001733,2025-06-22,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0658,Male,24,P010,Rice 5kg,Grocery,4,510.0,650.0,10,2600.0,260.0,2340.0,2040.0,300.0,12.82,187,50,237,233,53,Healthy,Debit Card,2025,6,June,Q2,Sunday,Summer
T003187,2025-06-23,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0587,Male,39,P020,Bedsheet,Home & Kitchen,2,650.0,1100.0,10,2200.0,220.0,1980.0,1300.0,680.0,34.34,97,30,127,125,39,Healthy,Credit Card,2025,6,June,Q2,Monday,Summer
T003746,2025-06-23,ST002,City Center Store,Bareilly,Uttar Pradesh,C0256,Female,21,P006,Jeans,Clothing,1,950.0,1600.0,0,1600.0,0.0,1600.0,950.0,650.0,40.62,56,122,178,177,59,Healthy,UPI,2025,6,June,Q2,Monday,Summer
T004569,2025-06-23,ST002,City Center Store,Bareilly,Uttar Pradesh,C0302,Female,23,P010,Rice 5kg,Grocery,1,510.0,650.0,15,650.0,97.5,552.5,510.0,42.5,7.69,107,31,138,137,54,Healthy,Debit Card,2025,6,June,Q2,Monday,Summer
T004992,2025-06-23,ST002,City Center Store,Bareilly,Uttar Pradesh,C1109,Male,33,P016,Perfume,Beauty,1,560.0,900.0,0,900.0,0.0,900.0,560.0,340.0,37.78,120,80,200,199,60,Healthy,Debit Card,2025,6,June,Q2,Monday,Summer
T000703,2025-06-23,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0949,Male,28,P009,Cooking Oil,Grocery,1,135.0,180.0,5,180.0,9.0,171.0,135.0,36.0,21.05,275,23,298,297,31,Healthy,Cash,2025,6,June,Q2,Monday,Summer
T003716,2025-06-23,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0196,Female,37,P001,Wireless Headphones,Electronics,2,1200.0,1800.0,5,3600.0,180.0,3420.0,2400.0,1020.0,29.82,209,39,248,246,37,Healthy,Credit Card,2025,6,June,Q2,Monday,Summer
T004781,2025-06-23,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0992,Male,18,P005,T-Shirt,Clothing,2,380.0,700.0,20,1400.0,280.0,1120.0,760.0,360.0,32.14,141,63,204,202,20,Healthy,UPI,2025,6,June,Q2,Monday,Summer
T002538,2025-06-23,ST004,Mall Store,Agra,Uttar Pradesh,C0628,Male,36,P008,Sneakers,Clothing,2,2050.0,3200.0,10,6400.0,640.0,5760.0,4100.0,1660.0,28.82,213,100,313,311,37,Healthy,UPI,2025,6,June,Q2,Monday,Summer
T003849,2025-06-23,ST004,Mall Store,Agra,Uttar Pradesh,C0453,Female,45,P013,Face Wash,Beauty,2,150.0,250.0,10,500.0,50.0,450.0,300.0,150.0,33.33,48,33,81,79,39,Healthy,Debit Card,2025,6,June,Q2,Monday,Summer
T003301,2025-06-23,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0543,Male,36,P003,Smart Watch,Electronics,3,2300.0,3500.0,5,10500.0,525.0,9975.0,6900.0,3075.0,30.83,226,64,290,287,30,Healthy,Debit Card,2025,6,June,Q2,Monday,Summer
T004866,2025-06-23,ST005,Station Road Store,Lucknow,Uttar Pradesh,C1043,Male,30,P006,Jeans,Clothing,4,950.0,1600.0,10,6400.0,640.0,5760.0,3800.0,1960.0,34.03,131,63,194,190,36,Healthy,Cash,2025,6,June,Q2,Monday,Summer
